catt,Level,Time,ATT,MSPE,keyword,start_date,end_date,treatment,verification_method,force,estimator,path,rn
37.79166601466917,Average,3,9.447916503667292,48.75261473514326,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,none,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_none_estimator_ife.rds,1
16.071822500966594,Average,1,8.035911250483297,45.44701470302198,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,none,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_none_estimator_mc.rds,2
28.65339097900869,Average,3,7.163347744752173,45.44701470302198,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,none,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_none_estimator_mc.rds,2
18.82410410018075,Average,1,9.412052050090375,50.96909162450529,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,time,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_time_estimator_ife.rds,3
34.83108101723081,Average,3,8.707770254307702,50.96909162450529,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,time,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_time_estimator_ife.rds,3
14.270101368540972,Average,1,7.135050684270486,41.69986579876802,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,time,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_time_estimator_mc.rds,4
28.300238138372976,Average,3,7.075059534593244,41.69986579876802,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,time,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_time_estimator_mc.rds,4
21.61091905877113,Average,1,10.805459529385566,47.434742030219425,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,two-way,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_two-way_estimator_ife.rds,5
38.61650348607533,Average,3,9.654125871518833,47.434742030219425,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,two-way,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_two-way_estimator_ife.rds,5
18.39583233311612,Average,1,9.19791616655806,40.88297318377371,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,two-way,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_two-way_estimator_mc.rds,6
34.67155647663022,Average,3,8.667889119157556,40.88297318377371,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,two-way,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_two-way_estimator_mc.rds,6
21.634511976836457,Average,1,10.817255988418228,47.01797840393888,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,unit,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_unit_estimator_ife.rds,7
38.22575784102257,Average,3,9.556439460255644,47.01797840393888,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,unit,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_unit_estimator_ife.rds,7
17.346674973760145,Average,1,8.673337486880072,54.56989796358648,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,unit,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_unit_estimator_mc.rds,8
31.153848631399935,Average,3,7.788462157849984,54.56989796358648,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,unit,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_unit_estimator_mc.rds,8
23.234761923173032,Average,1,11.617380961586516,30.2904385133518,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_reasonable_method,none,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_reasonable_method_force_none_estimator_ife.rds,9
38.90109181994504,Average,3,9.72527295498626,30.2904385133518,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_reasonable_method,none,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_reasonable_method_force_none_estimator_ife.rds,9
